codigo_ocorrencia,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
82889,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,75.0,2012.0,BRASIL,REGULAR,VIRACOPOS,ESTADUAL DARIO GUARITA,POUSO,REGULAR,LEVE,0
82888,***,AVIÃO,AIRBUS S.A.S.,A320-251N,A20N,JATO,BIMOTOR,Não Informado,2019.0,BRASIL,REGULAR,VIRACOPOS,HERCÍLIO LUZ,POUSO,REGULAR,LEVE,0
82887,***,AVIÃO,CESSNA AIRCRAFT,T188C,C188,Não Informado,MONOMOTOR,0.0,0.0,BRASIL,REGULAR,VIRACOPOS,CAMPO GRANDE,POUSO,REGULAR,NENHUM,0
82886,***,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,166.0,2006.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,NÃO IDENTIFICADO,ESTACIONAMENTO,REGULAR,LEVE,0
82885,***,AVIÃO,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,153.0,2012.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,PRESIDENTE JOÃO BATISTA FIGUEIREDO,POUSO,REGULAR,NENHUM,0
82884,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,199.0,2012.0,BRASIL,REGULAR,CONGONHAS,DEPUTADO LUÍS EDUARDO MAGALHÃES,CRUZEIRO,REGULAR,NENHUM,0
82883,***,***,***,***,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,REGULAR,VIRACOPOS,AEROPORTO HUMBERTO DELGADO,DECOLAGEM,REGULAR,NENHUM,0
82882,***,AVIÃO,AIRBUS S.A.S.,A321-211,A321,JATO,BIMOTOR,Não Informado,2016.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,NÃO IDENTIFICADO,ESTACIONAMENTO,REGULAR,LEVE,0
82881,***,AVIÃO,BOEING COMPANY,737-248C,B732,Não Informado,BIMOTOR,0.0,0.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,EXTERIOR,DECOLAGEM,REGULAR,LEVE,0
82880,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2013.0,BRASIL,REGULAR,EDUARDO GOMES,SÃO GABRIEL DA CACHOEIRA,CRUZEIRO,REGULAR,NENHUM,0
82879,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,125.0,0.0,BRASIL,REGULAR,SALGADO FILHO,AFONSO PENA,CRUZEIRO,REGULAR,NENHUM,0
82878,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,197.0,2007.0,BRASIL,REGULAR,CONGONHAS,SALGADO FILHO,POUSO,REGULAR,NENHUM,0
82877,***,AVIÃO,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A (600),AT76,TURBOÉLICE,BIMOTOR,0.0,2017.0,BRASIL,REGULAR,GUARARAPES - GILBERTO FREYRE,NÃO IDENTIFICADO,ESTACIONAMENTO,REGULAR,LEVE,0
82876,***,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,4.0,2013.0,BRASIL,***,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,LEVE,0
82874,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1986.0,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,ESPECIALIZADA,SUBSTANCIAL,1
82873,***,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1973.0,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,ESPECIALIZADA,SUBSTANCIAL,0
82872,***,***,AIRBUS,A320-251N,***,***,***,Não Informado,Não Informado,BRASIL,REGULAR,ATLAS BRASIL CANTANHEDE,VAL DE CANS / JÚLIO CEZAR RIBEIRO,POUSO,REGULAR,NENHUM,0
82871,***,***,BOEING COMPANY,737-48E,B734,JATO,BIMOTOR,Não Informado,Não Informado,BRASIL,REGULAR,VIRACOPOS,EDUARDO GOMES,CRUZEIRO,REGULAR,NENHUM,0
82870,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,75.0,2012.0,BRASIL,REGULAR,GUARARAPES - GILBERTO FREYRE,ZUMBI DOS PALMARES,DECOLAGEM,REGULAR,NENHUM,0
82869,***,AVIÃO,BOEING COMPANY,737-3S3,B733,JATO,BIMOTOR,6.0,1988.0,BRASIL,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,REGULAR,NENHUM,0
82868,***,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,182.0,2016.0,BRASIL,REGULAR,VIRACOPOS,AFONSO PENA,APROXIMAÇÃO FINAL,REGULAR,LEVE,0
82867,***,AVIÃO,BOEING COMPANY,767-316F,B763,JATO,BIMOTOR,6.0,2005.0,BRASIL,REGULAR,EDUARDO GOMES,EXTERIOR,CRUZEIRO,REGULAR,NENHUM,0
82866,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2013.0,BRASIL,REGULAR,TANCREDO NEVES,HERCÍLIO LUZ,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82865,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,75.0,0.0,BRASIL,REGULAR,SALGADO FILHO,RUBEM BERTA,DECOLAGEM,REGULAR,NENHUM,0
82864,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,75.0,2013.0,BRASIL,REGULAR,BAURU/AREALVA (SJTC*),FRANK MILOYE MILENKOVICH,CRUZEIRO,REGULAR,NENHUM,0
82863,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2007.0,BRASIL,REGULAR,CONGONHAS,TANCREDO NEVES,POUSO,REGULAR,NENHUM,0
82862,***,AVIÃO,AIRBUS INDUSTRIE,A321-231,A321,JATO,BIMOTOR,232.0,2013.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,NÃO IDENTIFICADO,ESTACIONAMENTO,REGULAR,NENHUM,0
82861,***,AVIÃO,AIRBUS S.A.S.,A320-253N,A20N,***,***,Não Informado,2018.0,BRASIL,REGULAR,SALGADO FILHO,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0
82860,***,AVIÃO,AIRBUS S.A.S.,A320-251N,A320,***,***,Não Informado,2019.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SALGADO FILHO,POUSO,REGULAR,NENHUM,0
82859,***,AVIÃO,EMBRAER,ERJ 190-200LR,E195,JATO,BIMOTOR,0.0,2013.0,BRASIL,REGULAR,SANTOS DUMONT,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0
82858,***,AVIÃO,EMBRAER,ERJ 190-400,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,REGULAR,VIRACOPOS,CAMPO GRANDE,POUSO,REGULAR,NENHUM,0
82857,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,0.0,2014.0,BRASIL,REGULAR,SALGADO FILHO,CATARATAS,POUSO,REGULAR,NENHUM,0
82856,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,0.0,2015.0,BRASIL,REGULAR,PELOTAS,SALGADO FILHO,POUSO,REGULAR,NENHUM,0
82855,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2007.0,BRASIL,REGULAR,CONGONHAS,DEPUTADO LUÍS EDUARDO MAGALHÃES,POUSO,REGULAR,LEVE,0
82854,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,75.0,2012.0,BRASIL,REGULAR,AFONSO PENA,GOVERNADOR JOSÉ RICHA,POUSO,REGULAR,NENHUM,0
82853,***,AVIÃO,BOEING COMPANY,737-76N,B737,JATO,BIMOTOR,147.0,2002.0,BRASIL,REGULAR,SANTOS DUMONT,CONGONHAS,POUSO,REGULAR,NENHUM,0
82852,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,197.0,2008.0,BRASIL,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,CATARATAS,POUSO,REGULAR,NENHUM,0
82851,***,AVIÃO,AIRBUS INDUSTRIE,A320-271N,A320,JATO,BIMOTOR,183.0,2019.0,BRASIL,REGULAR,REGIONAL SUL,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
82850,***,AVIÃO,BOEING COMPANY,737-7K5,B737,JATO,BIMOTOR,0.0,0.0,BRASIL,REGULAR,CONGONHAS,ANTONIO CARLOS JOBIM / GALEÃO,POUSO,REGULAR,NENHUM,0
82849,***,AVIÃO,UNIVAIR AIRCRAFT,108-1,S108,Não Informado,MONOMOTOR,0.0,0.0,BRASIL,REGULAR,VIRACOPOS,ANTONIO CARLOS JOBIM / GALEÃO,POUSO,REGULAR,NENHUM,0
82848,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,0.0,2015.0,BRASIL,REGULAR,PELOTAS,SALGADO FILHO,DECOLAGEM,REGULAR,NENHUM,0
82847,***,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,182.0,2001.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,BRIGADEIRO LYSIAS RODRIGUES,DECOLAGEM,REGULAR,NENHUM,0
82846,***,AVIÃO,BOEING,737-8 MAX,B38M,Não Informado,BIMOTOR,0.0,2022.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,ANTONIO CARLOS JOBIM / GALEÃO,DECOLAGEM,REGULAR,NENHUM,0
82845,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,0.0,2014.0,BRASIL,REGULAR,CONGONHAS,TANCREDO NEVES,DECOLAGEM,REGULAR,NENHUM,0
82844,***,AVIÃO,BOEING,737-8 MAX,B38M,Não Informado,***,0.0,0.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,PRESIDENTE CASTRO PINTO,POUSO,REGULAR,NENHUM,0
82843,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,193.0,2011.0,BRASIL,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,PINTO MARTINS,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82842,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,193.0,2011.0,BRASIL,REGULAR,SANTOS DUMONT,CONGONHAS,DECOLAGEM,REGULAR,NENHUM,0
82841,***,***,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,0.0,0.0,BRASIL,REGULAR,REGIONAL HUGO CANTERGIANI,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
82840,***,AVIÃO,AIRBUS S.A.S.,A320-214,A320,***,SEM TRAÇÃO,0.0,2014.0,BRASIL,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
82839,***,AVIÃO,EMBRAER,ERJ 190-400,***,JATO,BIMOTOR,0.0,2023.0,BRASIL,REGULAR,CAMPO GRANDE,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0
82838,***,***,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,0.0,0.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,CATARATAS,POUSO,REGULAR,NENHUM,0
82837,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,199.0,2013.0,BRASIL,REGULAR,VIRACOPOS,CONGONHAS,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82836,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2010.0,BRASIL,REGULAR,CONGONHAS,PRESIDENTE JUSCELINO KUBITSCHEK,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82835,***,AVIÃO,PIPER AIRCRAFT,PA-31,PA31,Não Informado,BIMOTOR,0.0,0.0,BRASIL,REGULAR,CATARATAS,CONGONHAS,DECOLAGEM,REGULAR,NENHUM,0
82834,***,AVIÃO,AIRBUS INDUSTRIE,A319-112,A319,JATO,BIMOTOR,154.0,2011.0,BRASIL,REGULAR,HERCÍLIO LUZ,SANTOS DUMONT,DECOLAGEM,REGULAR,NENHUM,0
82833,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,199.0,2013.0,BRASIL,REGULAR,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,REGULAR,NENHUM,0
82832,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,197.0,2008.0,BRASIL,REGULAR,CONGONHAS,CATARATAS,POUSO,REGULAR,NENHUM,0
82831,***,AVIÃO,CIRRUS DESIGN,SR22,SR22,Não Informado,MONOMOTOR,0.0,0.0,BRASIL,REGULAR,ALBERTO ALCOLUMBRE,VAL DE CANS / JÚLIO CEZAR RIBEIRO,POUSO,REGULAR,NENHUM,0
82830,***,AVIÃO,BOEING COMPANY,737-8EH,***,JATO,BIMOTOR,0.0,2014.0,BRASIL,REGULAR,SANTO ÂNGELO,GOVERNADOR ANDRÉ FRANCO MONTORO,ESTACIONAMENTO,REGULAR,NENHUM,0
82829,***,AVIÃO,BOEING COMPANY,737-8 MAX,B38M,JATO,BIMOTOR,196.0,2018.0,BRASIL,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,CATARATAS,POUSO,REGULAR,NENHUM,0
82828,***,AVIÃO,CESSNA AIRCRAFT,140,C140,Não Informado,MONOMOTOR,0.0,0.0,BRASIL,REGULAR,CONGONHAS,SÍLVIO NAME JÚNIOR,DECOLAGEM,REGULAR,NENHUM,0
82827,***,AVIÃO,BOEING COMPANY,737-8 MAX,B38M,JATO,BIMOTOR,186.0,2018.0,BRASIL,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,SALGADO FILHO,POUSO,REGULAR,NENHUM,0
82826,***,AVIÃO,BOEING,737-8 MAX,B38M,JATO,BIMOTOR,0.0,0.0,BRASIL,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,PINTO MARTINS,DECOLAGEM,REGULAR,NENHUM,0
82825,***,AVIÃO,BOEING COMPANY,737-8 MAX,Boeig,Não Informado,BIMOTOR,0.0,0.0,BRASIL,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,CATARATAS,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82824,***,AVIÃO,BEECH AIRCRAFT,C90A,BE9L,Não Informado,BIMOTOR,0.0,0.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,MARECHAL CUNHA MACHADO,DECOLAGEM,REGULAR,NENHUM,0
82823,***,AVIÃO,BOEING,737-8EH,B738,***,BIMOTOR,0.0,2014.0,BRASIL,REGULAR,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,CONGONHAS,DECOLAGEM,REGULAR,NENHUM,0
82822,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,194.0,2006.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,SALGADO FILHO,POUSO,REGULAR,NENHUM,0
82821,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2012.0,BRASIL,REGULAR,CATARATAS,AFONSO PENA,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82820,***,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,11.0,2022.0,BRASIL,REGULAR,PARACATU,TANCREDO NEVES,POUSO,REGULAR,LEVE,0
82819,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,194.0,2006.0,BRASIL,REGULAR,VITÓRIA DA CONQUISTA,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,REGULAR,NENHUM,0
82818,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2012.0,BRASIL,REGULAR,AFONSO PENA,SALGADO FILHO,CRUZEIRO,REGULAR,NENHUM,0
82817,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,73.0,2009.0,BRASIL,REGULAR,PRESIDENTE PRUDENTE,CONGONHAS,CRUZEIRO,REGULAR,NENHUM,0
82816,***,AVIÃO,CESSNA AIRCRAFT,182E,C182,PISTÃO,MONOMOTOR,4.0,1962.0,BRASIL,PARTICULAR,Aeroata,NÃO IDENTIFICADO,CRUZEIRO,PRIVADA,NENHUM,0
82815,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,75.0,0.0,BRASIL,REGULAR,VIRACOPOS,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,SUBIDA,REGULAR,NENHUM,0
82813,***,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1990.0,BRASIL,INSTRUÇÃO,RESENDE,RESENDE,DECOLAGEM,INSTRUÇÃO,LEVE,0
82812,***,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,4.0,1974.0,BRASIL,PARTICULAR,FAZENDA CONCEIÇÃO,FAZENDA CONCEIÇÃO,POUSO,PRIVADA,NENHUM,0
82811,***,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,Não Informado,2022.0,BRASIL,REGULAR,GOVERNADOR ALUÍZIO ALVES,VIRACOPOS,APROXIMAÇÃO FINAL,REGULAR,LEVE,0
82810,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,75.0,0.0,BRASIL,REGULAR,SALGADO FILHO,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,REGULAR,NENHUM,0
82808,***,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,160.0,0.0,BRASIL,REGULAR,VIRACOPOS,ANTONIO CARLOS JOBIM / GALEÃO,CRUZEIRO,REGULAR,LEVE,0
82807,***,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,4.0,2010.0,BRASIL,PARTICULAR,BARTOLOMEU LISANDRO,SANTOS DUMONT,APROXIMAÇÃO FINAL,PRIVADA,LEVE,0
82806,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,75.0,0.0,BRASIL,REGULAR,GUARARAPES - GILBERTO FREYRE,PRESIDENTE JOÃO SUASSUNA,POUSO,REGULAR,NENHUM,0
82805,***,AVIÃO,CESSNA AIRCRAFT,510,C510,JATO,BIMOTOR,6.0,2008.0,BRASIL,PARTICULAR,BACACHERI,IJUÍ,POUSO,PRIVADA,SUBSTANCIAL,0
82804,***,AVIÃO,EMBRAER,EMB-505,E55P,JATO,BIMOTOR,11.0,2013.0,BRASIL,TÁXI AÉREO,SANTOS DUMONT,COMANDANTE GUSTAVO KRAEMER,POUSO,TÁXI AÉREO,NENHUM,0
82802,***,AVIÃO,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A (600),AT76,TURBOÉLICE,BIMOTOR,0.0,2021.0,BRASIL,REGULAR,VIRACOPOS,PONTA PORÃ,DECOLAGEM,REGULAR,NENHUM,0
82801,***,AVIÃO,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A (600),AT76,TURBOÉLICE,BIMOTOR,0.0,2021.0,BRASIL,REGULAR,VIRACOPOS,FRANK MILOYE MILENKOVICH,CRUZEIRO,REGULAR,NENHUM,0
82800,***,AVIÃO,BOEING COMPANY,767-316,B763,***,SEM TRAÇÃO,0.0,2012.0,BRASIL,REGULAR,EDUARDO GOMES,GOVERNADOR ANDRÉ FRANCO MONTORO,ESTACIONAMENTO,REGULAR,LEVE,0
82799,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,182.0,2013.0,BRASIL,REGULAR,AEROPORTO INTERNACIONAL DE SANTIAGO,GOVERNADOR ANDRÉ FRANCO MONTORO,ESTACIONAMENTO,REGULAR,LEVE,0
82798,***,AVIÃO,EMBRAER,ERJ 190-400,E295,JATO,BIMOTOR,143.0,2019.0,BRASIL,REGULAR,VIRACOPOS,BRIGADEIRO LYSIAS RODRIGUES,CRUZEIRO,REGULAR,NENHUM,0
82797,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,75.0,0.0,BRASIL,REGULAR,SALGADO FILHO,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
82796,***,AVIÃO,BOEING COMPANY,737-8 MAX,Boeig,Não Informado,BIMOTOR,0.0,0.0,BRASIL,REGULAR,MINISTRO VICTOR KONDER,CONGONHAS,TÁXI,REGULAR,NENHUM,0
82795,***,AVIÃO,AIRBUS INDUSTRIE,A319-112,A319,JATO,BIMOTOR,154.0,2008.0,BRASIL,REGULAR,SANTOS DUMONT,CONGONHAS,DECOLAGEM,REGULAR,LEVE,0
82794,***,AVIÃO,AIRBUS S.A.S.,A320-214,A320,***,SEM TRAÇÃO,0.0,2014.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,ADALBERTO MENDES DA SILVA,POUSO,REGULAR,NENHUM,0
82793,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2007.0,BRASIL,REGULAR,MÁRIO RIBEIRO,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
82792,***,AVIÃO,AIRBUS INDUSTRIE,A320-271N,A320,JATO,BIMOTOR,183.0,2019.0,BRASIL,REGULAR,PROFESSOR ERIBERTO MANOEL REINO,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
82791,***,AVIÃO,AIRBUS INDUSTRIE,A319-112,A319,JATO,BIMOTOR,154.0,2008.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,REGIONAL HUGO CANTERGIANI,POUSO,REGULAR,NENHUM,0
82790,***,AVIÃO,EMBRAER,ERJ 190-400,***,JATO,BIMOTOR,0.0,2022.0,BRASIL,REGULAR,VIRACOPOS,ANTONIO CARLOS JOBIM / GALEÃO,POUSO,REGULAR,LEVE,0
82789,***,AVIÃO,AIRBUS S.A.S.,A321-211,A321,***,***,Não Informado,2015.0,BRASIL,REGULAR,SALGADO FILHO,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,REGULAR,NENHUM,0
82788,***,AVIÃO,AIRBUS S.A.S.,A321-211,A321,***,***,Não Informado,2015.0,BRASIL,REGULAR,CAMPO GRANDE,GOVERNADOR ANDRÉ FRANCO MONTORO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82787,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2007.0,BRASIL,REGULAR,MARECHAL RONDON,CONGONHAS,DECOLAGEM,REGULAR,NENHUM,0
82786,***,AVIÃO,AIRBUS S.A.S.,A320-214,A320,JATO,BIMOTOR,0.0,2011.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SERAFIN ENOSS BERTASO,POUSO,REGULAR,NENHUM,0
82785,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,193.0,2010.0,BRASIL,REGULAR,CONGONHAS,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,REGULAR,NENHUM,0
82784,***,AVIÃO,BOEING,737-8 MAX,DC2,Não Informado,BIMOTOR,0.0,2022.0,BRASIL,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,REGULAR,LEVE,0
82783,***,AVIÃO,BOEING COMPANY,737-8 MAX,B38M,JATO,BIMOTOR,196.0,2018.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,EURICO DE AGUIAR SALLES,DECOLAGEM,REGULAR,NENHUM,0
82782,***,AVIÃO,AIRBUS S.A.S.,A320-251N,A20N,JATO,BIMOTOR,Não Informado,2016.0,BRASIL,REGULAR,VIRACOPOS,SENADOR PETRÔNIO PORTELLA,POUSO,REGULAR,NENHUM,0
82781,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,75.0,0.0,BRASIL,REGULAR,PELOTAS,SALGADO FILHO,DECOLAGEM,REGULAR,NENHUM,0
82780,***,AVIÃO,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,154.0,2009.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,BRIGADEIRO LYSIAS RODRIGUES,POUSO,REGULAR,NENHUM,0
82779,***,AVIÃO,AIRBUS S.A.S.,A320-251N,A20N,***,***,Não Informado,2019.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SALGADO FILHO,POUSO,REGULAR,NENHUM,0
82778,***,AVIÃO,BOEING COMPANY,737-248C,B732,Não Informado,BIMOTOR,0.0,0.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,PLÁCIDO DE CASTRO,POUSO,REGULAR,NENHUM,0
82777,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,0.0,2015.0,BRASIL,REGULAR,SALGADO FILHO,MINISTRO VICTOR KONDER,DECOLAGEM,REGULAR,NENHUM,0
82776,***,AVIÃO,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A (600),ATR76,***,SEM TRAÇÃO,0.0,2021.0,BRASIL,REGULAR,SÍLVIO NAME JÚNIOR,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0
82775,***,AVIÃO,CESSNA AIRCRAFT,A188B,C188,Não Informado,MONOMOTOR,0.0,0.0,BRASIL,REGULAR,ALBERTO ALCOLUMBRE,PRESIDENTE JUSCELINO KUBITSCHEK,DECOLAGEM,REGULAR,NENHUM,0
82774,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2008.0,BRASIL,REGULAR,SÍLVIO NAME JÚNIOR,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
