codigo_ocorrencia,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
82226,***,AVIÃO,BOEING COMPANY,737-85R,B738,JATO,BIMOTOR,196.0,2014.0,BRASIL,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,PINTO MARTINS,POUSO,REGULAR,NENHUM,0
82225,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,199.0,2013.0,BRASIL,REGULAR,BAHIA - JORGE AMADO,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,REGULAR,NENHUM,0
82224,***,***,***,***,***,***,***,Não Informado,Não Informado,BRASIL,REGULAR,GUARARAPES - GILBERTO FREYRE,SENADOR PETRÔNIO PORTELLA,POUSO,REGULAR,NENHUM,0
82223,***,AVIÃO,BOEING COMPANY,737-8 MAX,B38M,JATO,BIMOTOR,196.0,2018.0,BRASIL,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,MARECHAL CUNHA MACHADO,POUSO,REGULAR,NENHUM,0
82222,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,199.0,2013.0,BRASIL,REGULAR,SALGADO FILHO,SANTOS DUMONT,DECOLAGEM,REGULAR,NENHUM,0
82221,***,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,TRIMOTOR,Não Informado,2016.0,BRASIL,REGULAR,VIRACOPOS,TANCREDO NEVES,DECOLAGEM,REGULAR,NENHUM,0
82220,***,AVIÃO,AIRBUS S.A.S.,A320-251N,A20N,JATO,BIMOTOR,Não Informado,2018.0,BRASIL,REGULAR,GUARARAPES - GILBERTO FREYRE,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,REGULAR,NENHUM,0
82219,***,AVIÃO,AIRBUS S.A.S.,A321-251NX,***,JATO,BIMOTOR,Não Informado,2019.0,BRASIL,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,VIRACOPOS,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82218,***,AVIÃO,AIRBUS S.A.S.,A321-251NX,***,JATO,BIMOTOR,Não Informado,2019.0,BRASIL,REGULAR,MAESTRO WILSON FONSECA,VAL DE CANS / JÚLIO CEZAR RIBEIRO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82217,***,AVIÃO,YABORA INDUSTRIA AERONAUTICA S.A,ERJ 190-400,E295,JATO,BIMOTOR,Não Informado,2020.0,BRASIL,REGULAR,TANCREDO NEVES,PRESIDENTE JUSCELINO KUBITSCHEK,DECOLAGEM,REGULAR,NENHUM,0
82215,***,AVIÃO,AIRBUS S.A.S.,A320-251N,***,JATO,BIMOTOR,Não Informado,2019.0,BRASIL,REGULAR,PRESIDENTE JOÃO BATISTA FIGUEIREDO,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0
82214,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2012.0,BRASIL,REGULAR,TANCREDO NEVES,SANTA GENOVEVA/GOIÂNIA,DECOLAGEM,REGULAR,NENHUM,0
82212,***,AVIÃO,AIRBUS S.A.S.,A320-214,A320,JATO,BIMOTOR,0.0,2015.0,BRASIL,REGULAR,REGIONAL DA ZONA DA MATA,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
82211,***,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,6.0,1974.0,BRASIL,TÁXI AÉREO,SÃO FÉLIX DO XINGU,PISTA ALDEIA KENJDÃ,POUSO,TÁXI AÉREO,LEVE,0
82210,***,AVIÃO,DIAMOND AIRCRAFT,DA 62,***,PISTÃO,SEM TRAÇÃO,0.0,0.0,BRASIL,NÃO REGULAR,SEBASTIÃO GOMES DE SOUZA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,APROXIMAÇÃO FINAL,NÃO REGULAR,NENHUM,0
82209,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2007.0,BRASIL,REGULAR,GUARARAPES - GILBERTO FREYRE,PINTO MARTINS,POUSO,REGULAR,NENHUM,0
82208,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2010.0,BRASIL,REGULAR,EURICO DE AGUIAR SALLES,SANTOS DUMONT,POUSO,REGULAR,NENHUM,0
82207,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,193.0,2009.0,BRASIL,REGULAR,SANTOS DUMONT,PRESIDENTE JUSCELINO KUBITSCHEK,DECOLAGEM,REGULAR,NENHUM,0
82206,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,75.0,2013.0,BRASIL,REGULAR,VIRACOPOS,PROFESSOR ERIBERTO MANOEL REINO,POUSO,REGULAR,NENHUM,0
82205,***,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,183.0,Não Informado,BRASIL,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,ALBERTO ALCOLUMBRE,POUSO,REGULAR,NENHUM,0
82204,***,AVIÃO,AIRBUS INDUSTRIE,A319-112,A319,JATO,BIMOTOR,154.0,2011.0,BRASIL,REGULAR,CONGONHAS,SANTOS DUMONT,DECOLAGEM,REGULAR,LEVE,0
82203,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,193.0,2010.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,SANTOS DUMONT,POUSO,REGULAR,NENHUM,0
82202,***,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,183.0,2016.0,BRASIL,REGULAR,MARECHAL CUNHA MACHADO,SENADOR PETRÔNIO PORTELLA,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82201,***,AVIÃO,AIRBUS S.A.S.,A320-273N,A320,JATO,BIMOTOR,183.0,2019.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,BRIGADEIRO LYSIAS RODRIGUES,POUSO,REGULAR,NENHUM,0
82200,***,AVIÃO,BOEING,737-8EH,***,JATO,BIMOTOR,0.0,2014.0,BRASIL,REGULAR,CONGONHAS,TANCREDO NEVES,DECOLAGEM,REGULAR,NENHUM,0
82199,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2012.0,BRASIL,REGULAR,EDUARDO GOMES,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,ESTACIONAMENTO,REGULAR,NENHUM,0
82198,***,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,6.0,1990.0,BRASIL,PARTICULAR,IBITINGA,LEITE LOPES,DECOLAGEM,INSTRUÇÃO,NENHUM,0
82196,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT76,TURBOÉLICE,BIMOTOR,75.0,0.0,BRASIL,REGULAR,LAURO CARNEIRO DE LOYOLA,VIRACOPOS,POUSO,REGULAR,NENHUM,0
82195,***,AVIÃO,BOEING COMPANY,737-4Q8,B734,JATO,BIMOTOR,Não Informado,Não Informado,BRASIL,NÃO REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,GUARARAPES - GILBERTO FREYRE,POUSO,NÃO REGULAR,NENHUM,0
82193,***,AVIÃO,AIRBUS S.A.S.,A320-214,A320,***,SEM TRAÇÃO,0.0,2015.0,BRASIL,REGULAR,MINISTRO VICTOR KONDER,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
82192,***,AVIÃO,EMBRAER,ERJ 190-400,***,JATO,BIMOTOR,0.0,2022.0,BRASIL,REGULAR,VIRACOPOS,SANTA MARIA,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82191,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2008.0,BRASIL,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,CONGONHAS,POUSO,REGULAR,NENHUM,0
82190,***,AVIÃO,BOEING COMPANY,737-76N,B737,JATO,BIMOTOR,Não Informado,Não Informado,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,LAURO KURTZ,POUSO,REGULAR,NENHUM,0
82189,***,AVIÃO,AIRBUS S.A.S.,A320-251N,A20N,JATO,BIMOTOR,Não Informado,2016.0,BRASIL,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,MAESTRO WILSON FONSECA,DECOLAGEM,REGULAR,NENHUM,0
82188,***,AVIÃO,BOEING,737-8 MAX,B38M,Não Informado,BIMOTOR,0.0,0.0,BRASIL,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,PRESIDENTE CASTRO PINTO,POUSO,REGULAR,NENHUM,0
82185,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2010.0,BRASIL,REGULAR,CONGONHAS,MINISTRO VICTOR KONDER,DECOLAGEM,REGULAR,NENHUM,0
82184,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2007.0,BRASIL,REGULAR,SALGADO FILHO,CONGONHAS,POUSO,REGULAR,***,0
82183,***,AVIÃO,AIRBUS,A320-271N,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,REGULAR,SANTOS DUMONT,CONGONHAS,POUSO,REGULAR,NENHUM,0
82182,***,AVIÃO,AIRBUS S.A.S.,A321-251NX,***,JATO,BIMOTOR,Não Informado,2021.0,BRASIL,REGULAR,ALBERTO ALCOLUMBRE,VAL DE CANS / JÚLIO CEZAR RIBEIRO,POUSO,REGULAR,NENHUM,0
82181,***,AVIÃO,AIRBUS,A320-251N,A20N,***,***,Não Informado,Não Informado,BRASIL,REGULAR,PRESIDENTE CASTRO PINTO,TANCREDO NEVES,CRUZEIRO,REGULAR,NENHUM,0
82180,***,AVIÃO,EMBRAER,ERJ 190-200 LR,***,JATO,BIMOTOR,0.0,2012.0,BRASIL,REGULAR,VIRACOPOS,MARECHAL RONDON,DECOLAGEM,REGULAR,NENHUM,0
82179,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2010.0,BRASIL,REGULAR,VIRACOPOS,MARECHAL RONDON,DECOLAGEM,REGULAR,NENHUM,0
82178,***,AVIÃO,AIRBUS S.A.S.,A320-251N,A20N,JATO,BIMOTOR,0.0,2021.0,BRASIL,REGULAR,PINTO MARTINS,VIRACOPOS,POUSO,REGULAR,NENHUM,0
82177,***,AVIÃO,BOEING,B777-300,***,***,SEM TRAÇÃO,0.0,0.0,FRANÇA,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,CHARLES DE GAULLE,DECOLAGEM,REGULAR,NENHUM,0
82176,***,***,AIRBUS,A320-251N,***,***,***,Não Informado,Não Informado,BRASIL,REGULAR,VIRACOPOS,MARECHAL RONDON,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82175,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT76,***,SEM TRAÇÃO,0.0,2016.0,BRASIL,REGULAR,VIRACOPOS,AFONSO PENA,DECOLAGEM,REGULAR,NENHUM,0
82174,***,AVIÃO,YABORA INDUSTRIA AERONAUTICA S.A,ERJ 190-400,E295,JATO,BIMOTOR,0.0,2020.0,BRASIL,REGULAR,VIRACOPOS,CAMPO GRANDE,POUSO,REGULAR,NENHUM,0
82173,***,AVIÃO,EMBRAER,ERJ 190-400,E179,JATO,BIMOTOR,0.0,2023.0,BRASIL,REGULAR,VIRACOPOS,CAMPO GRANDE,DECOLAGEM,REGULAR,NENHUM,0
82172,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2006.0,BRASIL,REGULAR,CAMPO GRANDE,GOVERNADOR ANDRÉ FRANCO MONTORO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82171,***,AVIÃO,BOEING COMPANY,737-76N,B737,JATO,BIMOTOR,153.0,2004.0,BRASIL,REGULAR,SANTOS DUMONT,CONGONHAS,CRUZEIRO,REGULAR,***,0
82170,***,AVIÃO,AIRBUS S.A.S.,A320-251N,***,JATO,TRIMOTOR,Não Informado,2019.0,BRASIL,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,GUARARAPES - GILBERTO FREYRE,DECOLAGEM,REGULAR,NENHUM,0
82169,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,125.0,2012.0,BRASIL,REGULAR,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0
82168,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2008.0,BRASIL,REGULAR,CONGONHAS,SALGADO FILHO,POUSO,REGULAR,NENHUM,0
82167,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2012.0,BRASIL,REGULAR,TANCREDO NEVES,CONGONHAS,POUSO,REGULAR,NENHUM,0
82166,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2013.0,BRASIL,REGULAR,SANTOS DUMONT,VIRACOPOS,POUSO,REGULAR,NENHUM,0
82165,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2012.0,BRASIL,REGULAR,MARECHAL RONDON,PRESIDENTE JUSCELINO KUBITSCHEK,DECOLAGEM,REGULAR,NENHUM,0
82164,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2007.0,BRASIL,REGULAR,CONGONHAS,HERCÍLIO LUZ,POUSO,REGULAR,***,0
82163,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2012.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,PLÁCIDO DE CASTRO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82161,***,AVIÃO,BOEING COMPANY,777-32WER,B77W,JATO,BIMOTOR,382.0,2008.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,ADOLFO SUÁREZ MADRIDBARAJAS AIRPORT,SUBIDA,REGULAR,NENHUM,0
82160,***,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A20N,JATO,***,Não Informado,2019.0,BRASIL,REGULAR,SALGADO FILHO,CONGONHAS,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82159,***,AVIÃO,EMBRAER,ERJ 190-400,E295,JATO,BIMOTOR,148.0,2019.0,BRASIL,REGULAR,SANTA GENOVEVA/GOIÂNIA,TANCREDO NEVES,DECOLAGEM,REGULAR,NENHUM,0
82158,***,AVIÃO,BOEING COMPANY,737-7BX,B737,JATO,BIMOTOR,154.0,2001.0,BRASIL,REGULAR,LAURO CARNEIRO DE LOYOLA,CONGONHAS,DECOLAGEM,REGULAR,NENHUM,0
82157,***,AVIÃO,AIRBUS INDUSTRIE,A320-271N,A320,JATO,BIMOTOR,183.0,2019.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,DEPUTADO LUÍS EDUARDO MAGALHÃES,DECOLAGEM,REGULAR,NENHUM,0
82156,***,AVIÃO,BOEING COMPANY,737-8 MAX,737,JATO,BIMOTOR,0.0,2018.0,BRASIL,REGULAR,PINTO MARTINS,ANTONIO CARLOS JOBIM / GALEÃO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82155,***,AVIÃO,EMBRAER,ERJ 190-200LR,E195,JATO,BIMOTOR,0.0,2013.0,BRASIL,REGULAR,SANTOS DUMONT,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
82154,***,AVIÃO,BOEING COMPANY,737-248C,B732,Não Informado,BIMOTOR,0.0,0.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,PLÁCIDO DE CASTRO,DECOLAGEM,REGULAR,NENHUM,0
82153,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,197.0,2007.0,BRASIL,REGULAR,SANTA MARIA,ANTONIO CARLOS JOBIM / GALEÃO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82152,***,AVIÃO,BOEING COMPANY,737-8 MAX,B38M,JATO,BIMOTOR,196.0,2019.0,BRASIL,REGULAR,CONGONHAS,AFONSO PENA,POUSO,REGULAR,NENHUM,0
82151,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,199.0,2013.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,DEPUTADO LUÍS EDUARDO MAGALHÃES,DECOLAGEM,REGULAR,NENHUM,0
82150,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,0.0,BRASIL,REGULAR,TABATINGA,EDUARDO GOMES,DECOLAGEM,REGULAR,NENHUM,0
82149,***,AVIÃO,AIRBUS S.A.S.,A320-251N,A20N,JATO,BIMOTOR,Não Informado,2016.0,BRASIL,REGULAR,MARECHAL RONDON,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0
82148,***,AVIÃO,BOEING COMPANY,737-8 MAX,737,JATO,BIMOTOR,0.0,2018.0,BRASIL,REGULAR,CONGONHAS,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,REGULAR,NENHUM,0
82147,***,AVIÃO,BOEING COMPANY,737-76N,B737,JATO,BIMOTOR,153.0,2002.0,BRASIL,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,SANTA GENOVEVA/GOIÂNIA,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82146,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2010.0,BRASIL,REGULAR,VIRACOPOS,SÍLVIO NAME JÚNIOR,POUSO,REGULAR,NENHUM,0
82145,***,AVIÃO,EMBRAER,ERJ 190-200 LR,E190,JATO,BIMOTOR,125.0,0.0,BRASIL,REGULAR,SANTA GENOVEVA/GOIÂNIA,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0
82144,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,0.0,0.0,BRASIL,REGULAR,VIRACOPOS,PROFESSOR ERIBERTO MANOEL REINO,POUSO,REGULAR,NENHUM,0
82143,***,AVIÃO,Boeing Company,737-8 MAX,B38M,Não Informado,BIMOTOR,186.0,2021.0,BRASIL,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,SANTA MARIA,POUSO,REGULAR,NENHUM,0
82142,***,AVIÃO,AIRBUS S.A.S.,A320-251N,***,JATO,BIMOTOR,Não Informado,2019.0,BRASIL,REGULAR,MAESTRO WILSON FONSECA,VAL DE CANS / JÚLIO CEZAR RIBEIRO,DECOLAGEM,REGULAR,NENHUM,0
82141,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,199.0,2013.0,BRASIL,REGULAR,PINTO MARTINS,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,REGULAR,NENHUM,0
82140,***,HELICÓPTERO,HELIBRAS,HB-350B,AS50,TURBOEIXO,MONOMOTOR,6.0,1982.0,BRASIL,PARTICULAR,PARÁ DE MINAS,PARÁ DE MINAS,POUSO,INSTRUÇÃO,LEVE,0
82139,***,AVIÃO,AIRBUS S.A.S.,A320-271N,***,JATO,SEM TRAÇÃO,0.0,0.0,BRASIL,REGULAR,MINISTRO VICTOR KONDER,CONGONHAS,POUSO,REGULAR,NENHUM,0
82138,***,AVIÃO,CESSNA AIRCRAFT,T210N,C210,PISTÃO,MONOMOTOR,6.0,1984.0,BRASIL,ADMINISTRAÇÃO DIRETA,CORUMBÁ,ESTÂNCIA SANTA MARIA,CRUZEIRO,POLICIAL,SUBSTANCIAL,0
82137,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,75.0,2012.0,BRASIL,REGULAR,TANCREDO NEVES,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,POUSO,REGULAR,NENHUM,0
82136,***,AVIÃO,TEXTRON AVIATION,C90GTI,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,***,BOM FUTURO,Fazenda Dois Irmãos,DECOLAGEM,PRIVADA,DESTRUÍDA,4
82135,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2012.0,BRASIL,REGULAR,TANCREDO NEVES,GUARARAPES - GILBERTO FREYRE,POUSO,REGULAR,NENHUM,0
82134,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,197.0,2009.0,BRASIL,REGULAR,JORGE NEWBERY AIRFIELD,ANTONIO CARLOS JOBIM / GALEÃO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82133,***,AVIÃO,AIR TRACTOR,AT-502,AT5T,TURBOÉLICE,MONOMOTOR,1.0,1988.0,BRASIL,AGRÍCOLA,RIO BRILHANTE,RIO BRILHANTE,APROXIMAÇÃO FINAL,ESPECIALIZADA,SUBSTANCIAL,0
82132,***,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,160.0,0.0,BRASIL,REGULAR,SALGADO FILHO,SANTOS DUMONT,POUSO,REGULAR,NENHUM,0
82131,***,AVIÃO,EMBRAER,ERJ 190-400,E295,JATO,BIMOTOR,136.0,2022.0,BRASIL,REGULAR,VIRACOPOS,CAMPO GRANDE,POUSO,REGULAR,NENHUM,0
82130,***,AVIÃO,AIRBUS S.A.S.,A320-251N,A20N,JATO,BIMOTOR,Não Informado,2018.0,BRASIL,REGULAR,CONGONHAS,GOVERNADOR ALUÍZIO ALVES,DECOLAGEM,REGULAR,NENHUM,0
82129,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2015.0,BRASIL,REGULAR,CAMPO GRANDE,AFONSO PENA,POUSO,REGULAR,NENHUM,0
82128,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2007.0,BRASIL,REGULAR,SALGADO FILHO,AFONSO PENA,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82127,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,187.0,0.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,SENADOR PETRÔNIO PORTELLA,DECOLAGEM,REGULAR,NENHUM,0
82126,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2012.0,BRASIL,REGULAR,AFONSO PENA,CAMPO GRANDE,POUSO,REGULAR,NENHUM,0
82125,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2010.0,BRASIL,REGULAR,PROFESSOR ERIBERTO MANOEL REINO,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,***,0
82124,***,***,***,***,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,REGULAR,MARECHAL RONDON,GOVERNADOR ANDRÉ FRANCO MONTORO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82123,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2011.0,BRASIL,REGULAR,MINISTRO VICTOR KONDER,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,REGULAR,NENHUM,0
82122,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2007.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,JORGE NEWBERY AIRFIELD,DECOLAGEM,REGULAR,NENHUM,0
82121,***,AVIÃO,AIRBUS S.A.S.,A320-251N,A20N,JATO,BIMOTOR,0.0,2021.0,BRASIL,REGULAR,SANTOS DUMONT,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,REGULAR,NENHUM,0
82119,***,AVIÃO,AIRBUS S.A.S.,A321-251NX,A21N,JATO,BIMOTOR,Não Informado,2020.0,BRASIL,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,VIRACOPOS,POUSO,REGULAR,NENHUM,0
82118,***,AVIÃO,EMBRAER,ERJ 190-400,***,JATO,BIMOTOR,0.0,2022.0,BRASIL,REGULAR,Comandante Ariston Pessoa,TANCREDO NEVES,POUSO,REGULAR,NENHUM,0
82117,***,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,183.0,Não Informado,BRASIL,REGULAR,SALGADO FILHO,VIRACOPOS,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82116,***,AVIÃO,AIRBUS S.A.S.,A320-251N,***,JATO,BIMOTOR,Não Informado,2019.0,BRASIL,REGULAR,SALGADO FILHO,CONGONHAS,DECOLAGEM,REGULAR,NENHUM,0
82115,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2012.0,BRASIL,REGULAR,TANCREDO NEVES,SANTA GENOVEVA/GOIÂNIA,POUSO,REGULAR,NENHUM,0
82114,***,AVIÃO,AIRBUS S.A.S.,A321-251NX,A21N,JATO,BIMOTOR,Não Informado,2020.0,BRASIL,REGULAR,PINTO MARTINS,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0
82113,***,AVIÃO,PIPER AIRCRAFT,PA-31,PA31,Não Informado,BIMOTOR,0.0,0.0,BRASIL,REGULAR,CONGONHAS,AFONSO PENA,DECOLAGEM,REGULAR,NENHUM,0
82112,***,AVIÃO,EMBRAER,ERJ 190-200 LR,***,JATO,BIMOTOR,0.0,2012.0,BRASIL,REGULAR,EDUARDO GOMES,JÚLIO BÉLEM,POUSO,REGULAR,NENHUM,0
82111,***,AVIÃO,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A (600),AT72,TURBOÉLICE,BIMOTOR,73.0,2011.0,BRASIL,REGULAR,LAURO CARNEIRO DE LOYOLA,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0
82110,***,AVIÃO,AIRBUS S.A.S.,A321-251NX,***,JATO,BIMOTOR,Não Informado,2021.0,BRASIL,REGULAR,SALGADO FILHO,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0
82109,***,AVIÃO,BOEING,B763,***,***,SEM TRAÇÃO,0.0,0.0,ESTADOS UNIDOS,REGULAR,MIAMI INTERNATIONAL AIRPORT,VIRACOPOS,POUSO,REGULAR,NENHUM,0
82108,***,AVIÃO,EMBRAER,ERJ 190-400,***,JATO,BIMOTOR,0.0,2022.0,BRASIL,REGULAR,TANCREDO NEVES,VIRACOPOS,POUSO,REGULAR,NENHUM,0
82106,***,***,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,Não Informado,Não Informado,BRASIL,REGULAR,SALGADO FILHO,TANCREDO NEVES,DECOLAGEM,REGULAR,NENHUM,0
82105,***,AVIÃO,AIRBUS S.A.S.,A320-253N,A20N,***,***,Não Informado,2018.0,BRASIL,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,GUARARAPES - GILBERTO FREYRE,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
