codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_dia,ocorrencia_hora,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_tipo,localizacao
82810,INCIDENTE,FLORIANÓPOLIS,SC,15/11/2023,06:35:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FLORIANÓPOLIS - SC
82808,INCIDENTE,RIO DE JANEIRO,RJ,19/11/2023,18:00:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIO DE JANEIRO - RJ
82807,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,12/12/2023,18:57:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82806,INCIDENTE,CAMPINA GRANDE,PB,24/11/2023,21:08:00,1,NÃO,COLISÃO COM FAUNA,CAMPINA GRANDE - PB
82805,ACIDENTE,IJUÍ,RS,15/12/2023,20:20:00,1,SIM,EXCURSÃO DE PISTA,IJUÍ - RS
82804,INCIDENTE GRAVE,BAGÉ,RS,13/12/2023,16:13:00,1,NÃO,EXCURSÃO DE PISTA,BAGÉ - RS
82802,INCIDENTE,CAMPINAS,SP,08/12/2023,17:39:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
82801,INCIDENTE,CAMPINAS,SP,19/11/2023,12:45:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
82800,INCIDENTE,GUARULHOS,SP,06/11/2023,03:00:00,1,NÃO,OPERAÇÕES NO SOLO,GUARULHOS - SP
82799,INCIDENTE,GUARULHOS,SP,29/10/2023,19:34:00,1,NÃO,OPERAÇÕES NO SOLO,GUARULHOS - SP
82798,INCIDENTE,BRASÍLIA,DF,24/10/2023,19:40:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BRASÍLIA - DF
82797,INCIDENTE,PORTO ALEGRE,RS,24/10/2023,03:25:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PORTO ALEGRE - RS
82796,INCIDENTE,NAVEGANTES,SC,03/08/2023,22:11:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,NAVEGANTES - SC
82795,INCIDENTE,RIO DE JANEIRO,RJ,12/12/2023,09:28:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82794,INCIDENTE,CASCAVEL,PR,11/12/2023,23:12:00,1,NÃO,COLISÃO COM AVE,CASCAVEL - PR
82793,INCIDENTE,MONTES CLAROS,MG,10/12/2023,17:56:00,1,NÃO,COLISÃO COM AVE,MONTES CLAROS - MG
82792,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,06/12/2023,00:02:00,1,NÃO,COLISÃO COM AVE,SÃO JOSÉ DO RIO PRETO - SP
82791,INCIDENTE,CAXIAS DO SUL,RS,08/12/2023,22:27:00,1,NÃO,COLISÃO COM AVE,CAXIAS DO SUL - RS
82790,INCIDENTE,RIO DE JANEIRO,RJ,07/12/2023,00:51:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82789,INCIDENTE,GUARULHOS,SP,07/12/2023,22:20:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82788,INCIDENTE,GUARULHOS,SP,29/11/2023,03:00:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82787,INCIDENTE,VÁRZEA GRANDE,MT,07/12/2023,16:15:00,1,NÃO,COLISÃO COM AVE,VÁRZEA GRANDE - MT
82786,INCIDENTE,CHAPECÓ,SC,07/12/2023,12:05:00,1,NÃO,COLISÃO COM AVE,CHAPECÓ - SC
82785,INCIDENTE,BRASÍLIA,DF,03/12/2023,21:57:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82784,INCIDENTE,BRASÍLIA,DF,14/11/2023,10:41:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82783,INCIDENTE,BRASÍLIA,DF,16/11/2023,12:29:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82782,INCIDENTE,TERESINA,PI,12/11/2023,05:13:00,1,NÃO,COLISÃO COM AVE,TERESINA - PI
82781,INCIDENTE,PELOTAS,RS,16/11/2023,18:17:00,1,NÃO,COLISÃO COM AVE,PELOTAS - RS
82780,INCIDENTE,PALMAS,TO,04/12/2023,04:50:00,1,NÃO,COLISÃO COM AVE,PALMAS - TO
82779,INCIDENTE,PORTO ALEGRE,RS,29/11/2023,19:11:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82778,INCIDENTE,RIO BRANCO,AC,05/12/2023,02:55:00,1,NÃO,COLISÃO COM AVE,RIO BRANCO - AC
82777,INCIDENTE,PORTO ALEGRE,RS,16/11/2023,12:06:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82776,INCIDENTE,MARINGÁ,PR,13/11/2023,23:45:00,1,NÃO,COLISÃO COM AVE,MARINGÁ - PR
82775,INCIDENTE,MACAPÁ,AP,05/12/2023,07:16:00,1,NÃO,COLISÃO COM AVE,MACAPÁ - AP
82774,INCIDENTE,MARINGÁ,PR,05/12/2023,13:06:00,1,NÃO,COLISÃO COM AVE,MARINGÁ - PR
82773,INCIDENTE,RIO DE JANEIRO,RJ,04/12/2023,19:51:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82772,INCIDENTE,GUARULHOS,SP,26/11/2023,21:56:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82771,INCIDENTE,BELÉM,PA,03/12/2023,18:42:00,1,NÃO,COLISÃO COM AVE,BELÉM - PA
82770,INCIDENTE,GUARULHOS,SP,25/11/2023,01:21:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82769,INCIDENTE,FOZ DO IGUAÇU,PR,02/12/2023,17:00:00,1,NÃO,COLISÃO COM AVE,FOZ DO IGUAÇU - PR
82768,INCIDENTE,JOINVILLE,SC,04/12/2023,11:10:00,1,NÃO,COLISÃO COM AVE,JOINVILLE - SC
82767,INCIDENTE,FOZ DO IGUAÇU,PR,01/12/2023,14:15:00,1,NÃO,COLISÃO COM AVE,FOZ DO IGUAÇU - PR
82766,INCIDENTE,VITÓRIA,ES,02/12/2023,14:30:00,1,NÃO,COLISÃO COM AVE,VITÓRIA - ES
82765,INCIDENTE,GUARULHOS,SP,30/11/2023,09:06:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82764,INCIDENTE,GUARULHOS,SP,27/11/2023,19:20:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82763,INCIDENTE,PORTO ALEGRE,RS,11/11/2023,17:42:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82762,INCIDENTE,JOINVILLE,SC,10/11/2023,15:32:00,1,NÃO,COLISÃO COM AVE,JOINVILLE - SC
82761,INCIDENTE,CAMPINAS,SP,01/12/2023,11:39:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82760,INCIDENTE,BRASÍLIA,DF,30/11/2023,09:42:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82759,INCIDENTE,PORTO ALEGRE,RS,29/11/2023,16:15:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82758,INCIDENTE,CAMPINAS,SP,26/11/2023,16:04:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82757,INCIDENTE,SALVADOR,BA,29/11/2023,20:32:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82756,INCIDENTE,LONDRINA,PR,27/11/2023,22:42:00,1,NÃO,COLISÃO COM AVE,LONDRINA - PR
82755,INCIDENTE,SÃO PAULO,SP,24/11/2023,23:12:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82754,INCIDENTE,RIO DE JANEIRO,RJ,21/11/2023,13:34:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82753,INCIDENTE,GOIÂNIA,GO,19/11/2023,12:10:00,1,NÃO,COLISÃO COM AVE,GOIÂNIA - GO
82752,INCIDENTE,ARACAJU,SE,23/11/2023,19:47:00,1,NÃO,COLISÃO COM AVE,ARACAJU - SE
82751,INCIDENTE,CONFINS,MG,24/11/2023,23:09:00,1,NÃO,COLISÃO COM AVE,CONFINS - MG
82750,INCIDENTE,GUARULHOS,SP,02/12/2023,18:18:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82749,INCIDENTE,SÃO PAULO,SP,11/12/2023,10:24:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82748,INCIDENTE,GUARULHOS,SP,11/12/2023,11:23:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82747,INCIDENTE,GOIÂNIA,GO,12/11/2023,03:40:00,1,NÃO,COLISÃO COM AVE,GOIÂNIA - GO
82746,INCIDENTE,SÃO PAULO,SP,09/11/2023,00:10:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82745,INCIDENTE,JOINVILLE,SC,07/12/2023,00:35:00,1,NÃO,COLISÃO COM AVE,JOINVILLE - SC
82744,INCIDENTE,RIO DE JANEIRO,RJ,12/12/2023,08:56:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82743,INCIDENTE,CAMPINAS,SP,09/11/2023,01:05:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82742,INCIDENTE,GOIÂNIA,GO,09/11/2023,08:10:00,1,NÃO,COLISÃO COM AVE,GOIÂNIA - GO
82741,INCIDENTE,PORTO ALEGRE,RS,18/11/2023,02:50:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82740,INCIDENTE,FLORIANÓPOLIS,SC,17/11/2023,01:13:00,1,NÃO,COLISÃO COM AVE,FLORIANÓPOLIS - SC
82739,INCIDENTE,SÃO PAULO,SP,13/12/2023,22:06:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82738,INCIDENTE,PORTO ALEGRE,RS,13/11/2023,12:19:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82737,INCIDENTE,SÃO PAULO,SP,12/11/2023,13:20:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82736,INCIDENTE,GUARULHOS,SP,08/11/2023,00:15:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82735,INCIDENTE,SÃO PAULO,SP,08/11/2023,00:57:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82734,INCIDENTE,GUARULHOS,SP,08/11/2023,23:50:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82733,INCIDENTE,RIO DE JANEIRO,RJ,07/11/2023,21:50:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82732,INCIDENTE,MARINGÁ,PR,06/11/2023,02:10:00,1,NÃO,COLISÃO COM AVE,MARINGÁ - PR
82731,INCIDENTE,BELÉM,PA,07/11/2023,19:18:00,1,NÃO,COLISÃO COM AVE,BELÉM - PA
82730,INCIDENTE,GUARULHOS,SP,04/11/2023,22:10:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82729,INCIDENTE,PORTO ALEGRE,RS,04/11/2023,19:02:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82728,INCIDENTE,CAMPINAS,SP,04/11/2023,03:04:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82725,INCIDENTE,VÁRZEA GRANDE,MT,04/11/2023,05:35:00,1,NÃO,COLISÃO COM AVE,VÁRZEA GRANDE - MT
82724,INCIDENTE,CAMPINAS,SP,02/11/2023,09:10:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82721,INCIDENTE,PORTO VELHO,RO,02/11/2023,06:40:00,1,NÃO,COLISÃO COM AVE,PORTO VELHO - RO
82720,INCIDENTE,BRASÍLIA,DF,02/11/2023,08:39:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82717,INCIDENTE,RIO DE JANEIRO,RJ,01/11/2023,17:00:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82716,INCIDENTE,SANTARÉM,PA,01/11/2023,05:00:00,1,NÃO,COLISÃO COM AVE,SANTARÉM - PA
82715,INCIDENTE,RECIFE,PE,31/10/2023,21:20:00,1,NÃO,COLISÃO COM AVE,RECIFE - PE
82714,INCIDENTE,SÃO PAULO,SP,29/10/2023,13:40:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82713,INCIDENTE,PORTO ALEGRE,RS,26/10/2023,22:43:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82711,INCIDENTE,CONFINS,MG,26/10/2023,17:30:00,1,NÃO,COLISÃO COM AVE,CONFINS - MG
82710,INCIDENTE,PORTO ALEGRE,RS,26/10/2023,15:05:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82709,INCIDENTE,CONFINS,MG,26/10/2023,11:00:00,1,NÃO,COLISÃO COM AVE,CONFINS - MG
82708,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,23/10/2023,10:30:00,1,NÃO,COLISÃO COM AVE,SÃO JOSÉ DOS PINHAIS - PR
82707,INCIDENTE,BRASÍLIA,DF,22/10/2023,21:15:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82706,INCIDENTE,GOIÂNIA,GO,21/10/2023,20:50:00,1,NÃO,COLISÃO COM AVE,GOIÂNIA - GO
82705,INCIDENTE,CASCAVEL,PR,17/11/2023,22:50:00,1,NÃO,COLISÃO COM FAUNA,CASCAVEL - PR
82704,INCIDENTE,PORTO ALEGRE,RS,24/11/2023,12:42:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PORTO ALEGRE - RS
82701,INCIDENTE,CAMPINAS,SP,19/11/2023,17:20:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
82697,INCIDENTE,CAMPINAS,SP,19/11/2023,18:19:00,1,NÃO,COLISÃO COM FAUNA,CAMPINAS - SP
82696,INCIDENTE,PALMAS,TO,27/11/2023,06:00:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PALMAS - TO
82695,INCIDENTE,NAVEGANTES,SC,24/11/2023,10:56:00,1,NÃO,COLISÃO COM AVE,NAVEGANTES - SC
82694,INCIDENTE,GUARULHOS,SP,28/11/2023,09:33:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82693,INCIDENTE,RIO DE JANEIRO,RJ,28/11/2023,17:06:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82692,INCIDENTE,CAMPINA GRANDE,PB,28/11/2023,12:06:00,1,NÃO,COLISÃO COM AVE,CAMPINA GRANDE - PB
82691,INCIDENTE,RECIFE,PE,28/11/2023,11:45:00,1,NÃO,COLISÃO COM AVE,RECIFE - PE
82690,INCIDENTE,SALVADOR,BA,27/11/2023,21:22:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82689,INCIDENTE,SÃO PAULO,SP,25/11/2023,23:11:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82688,INCIDENTE,RIO DE JANEIRO,RJ,27/11/2023,19:40:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82687,INCIDENTE,RIO DE JANEIRO,RJ,27/11/2023,12:29:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82686,INCIDENTE,GUARULHOS,SP,24/11/2023,09:34:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82685,INCIDENTE,PORTO ALEGRE,RS,26/11/2023,19:00:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82684,INCIDENTE,RIO DE JANEIRO,RJ,27/11/2023,11:18:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82681,INCIDENTE,CAMPINAS,SP,26/11/2023,23:42:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82680,INCIDENTE,RIO DE JANEIRO,RJ,26/11/2023,18:03:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82679,INCIDENTE,PORTO ALEGRE,RS,26/11/2023,08:37:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82678,INCIDENTE,BRASÍLIA,DF,25/11/2023,00:21:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82677,INCIDENTE,PALMAS,TO,25/11/2023,06:40:00,1,NÃO,COLISÃO COM AVE,PALMAS - TO
82676,INCIDENTE,SALVADOR,BA,22/11/2023,08:35:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82675,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,24/11/2023,10:03:00,1,NÃO,COLISÃO COM AVE,SÃO JOSÉ DOS PINHAIS - PR
82674,INCIDENTE,GUARULHOS,SP,18/11/2023,22:15:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82673,INCIDENTE,BELÉM,PA,06/11/2023,03:34:00,1,NÃO,COLISÃO COM AVE,BELÉM - PA
82672,INCIDENTE,CAMPINAS,SP,21/11/2023,21:56:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
82671,INCIDENTE,CONFINS,MG,05/11/2023,01:01:00,1,NÃO,COLISÃO COM AVE,CONFINS - MG
82670,INCIDENTE,CONFINS,MG,02/11/2023,09:01:00,1,NÃO,COLISÃO COM AVE,CONFINS - MG
82669,INCIDENTE,RECIFE,PE,02/11/2023,04:10:00,1,NÃO,COLISÃO COM AVE,RECIFE - PE
82668,INCIDENTE,PORTO ALEGRE,RS,21/11/2023,18:58:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82667,INCIDENTE,RIO DE JANEIRO,RJ,20/11/2023,22:40:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82666,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,02/11/2023,12:20:00,1,NÃO,COLISÃO COM AVE,SÃO JOSÉ DOS PINHAIS - PR
82665,INCIDENTE,SÃO LUÍS,MA,01/11/2023,06:38:00,1,NÃO,COLISÃO COM AVE,SÃO LUÍS - MA
82664,INCIDENTE,SALVADOR,BA,15/11/2023,18:25:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82663,INCIDENTE,JAGUARUNA,SC,17/11/2023,22:17:00,1,NÃO,COLISÃO COM AVE,JAGUARUNA - SC
82662,INCIDENTE,FORTALEZA,CE,16/11/2023,00:04:00,1,NÃO,COLISÃO COM AVE,FORTALEZA - CE
82661,INCIDENTE,VÁRZEA GRANDE,MT,16/11/2023,13:25:00,1,NÃO,COLISÃO COM AVE,VÁRZEA GRANDE - MT
82660,INCIDENTE,RIO DE JANEIRO,RJ,18/10/2023,09:49:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82659,INCIDENTE,GOIANÁ,MG,16/10/2023,15:10:00,1,NÃO,COLISÃO COM AVE,GOIANÁ - MG
82658,INCIDENTE,RIO DE JANEIRO,RJ,12/10/2023,00:56:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82657,INCIDENTE,RIO DE JANEIRO,RJ,11/10/2023,01:05:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82656,INCIDENTE,FORTALEZA,CE,11/10/2023,14:55:00,1,NÃO,COLISÃO COM AVE,FORTALEZA - CE
82655,INCIDENTE,RIO DE JANEIRO,RJ,30/08/2023,00:00:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82654,INCIDENTE,RIO DE JANEIRO,RJ,30/08/2023,00:30:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82652,INCIDENTE,RIO DE JANEIRO,RJ,29/08/2023,03:19:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82651,INCIDENTE,BRASÍLIA,DF,28/08/2023,23:57:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82650,INCIDENTE,SALVADOR,BA,28/08/2023,17:53:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82649,INCIDENTE,CAMPO GRANDE,MS,27/08/2023,22:56:00,1,NÃO,COLISÃO COM AVE,CAMPO GRANDE - MS
82648,INCIDENTE,BRASÍLIA,DF,27/08/2023,10:24:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82647,INCIDENTE,FORTALEZA,CE,24/08/2023,13:52:00,1,NÃO,COLISÃO COM AVE,FORTALEZA - CE
82646,INCIDENTE,CAMPINAS,SP,23/08/2023,00:30:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82645,INCIDENTE,BRASÍLIA,DF,23/08/2023,12:00:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82644,INCIDENTE,CHAPECÓ,SC,23/08/2023,21:30:00,1,NÃO,COLISÃO COM AVE,CHAPECÓ - SC
82643,INCIDENTE,SÃO PAULO,SP,13/12/2023,14:23:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO - SP
82642,INCIDENTE,CURITIBA,PR,11/12/2023,19:35:00,1,NÃO,FOGO/FUMAÇA (SEM IMPACTO),CURITIBA - PR
82641,INCIDENTE,CAMPINAS,SP,07/12/2023,18:20:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
82640,INCIDENTE,PORTO ALEGRE,RS,29/11/2023,12:00:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PORTO ALEGRE - RS
82639,INCIDENTE,PORTO ALEGRE,RS,21/08/2023,00:37:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82638,INCIDENTE,GUARULHOS,SP,21/08/2023,21:25:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82637,INCIDENTE,BRASÍLIA,DF,17/08/2023,00:54:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82636,INCIDENTE,CAMPO GRANDE,MS,18/08/2023,21:57:00,1,NÃO,COLISÃO COM AVE,CAMPO GRANDE - MS
82634,INCIDENTE,SALVADOR,BA,17/08/2023,15:21:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82633,INCIDENTE,SALVADOR,BA,17/08/2023,15:00:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82632,INCIDENTE,CAMPINAS,SP,19/11/2023,17:35:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
82631,INCIDENTE,CAMPINAS,SP,03/12/2023,17:58:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
82630,INCIDENTE,RIO DE JANEIRO,RJ,15/08/2023,20:55:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82629,INCIDENTE,SALVADOR,BA,13/08/2023,18:25:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82628,INCIDENTE,BRASÍLIA,DF,12/08/2023,12:05:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82627,INCIDENTE,NAVEGANTES,SC,12/08/2023,13:40:00,1,NÃO,COLISÃO COM AVE,NAVEGANTES - SC
82626,INCIDENTE,FORTALEZA,CE,11/08/2023,14:10:00,1,NÃO,COLISÃO COM AVE,FORTALEZA - CE
82625,INCIDENTE,BRASÍLIA,DF,07/08/2023,11:10:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82624,INCIDENTE,SALVADOR,BA,09/12/2023,17:40:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR - BA
82623,INCIDENTE,SÃO PAULO,SP,07/08/2023,16:30:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
82622,INCIDENTE,CAMPINAS,SP,07/08/2023,11:13:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
82621,INCIDENTE,PORTO ALEGRE,RS,07/08/2023,19:59:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82620,INCIDENTE,MANAUS,AM,06/08/2023,15:10:00,1,NÃO,COLISÃO COM AVE,MANAUS - AM
82619,INCIDENTE,RIO DE JANEIRO,RJ,02/08/2023,15:55:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82618,INCIDENTE,BRASÍLIA,DF,25/07/2023,10:25:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82617,INCIDENTE,BRASÍLIA,DF,21/07/2023,11:20:00,1,NÃO,COLISÃO COM AVE,BRASÍLIA - DF
82616,INCIDENTE,RIO DE JANEIRO,RJ,21/07/2023,09:35:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82615,INCIDENTE,GUARULHOS,SP,18/07/2023,12:20:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82614,INCIDENTE,VITÓRIA,ES,15/07/2023,19:00:00,1,NÃO,COLISÃO COM AVE,VITÓRIA - ES
82613,INCIDENTE,RIO DE JANEIRO,RJ,30/06/2023,23:30:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82612,INCIDENTE,JUAZEIRO DO NORTE,CE,29/06/2023,21:20:00,1,NÃO,COLISÃO COM AVE,JUAZEIRO DO NORTE - CE
82611,INCIDENTE,SALVADOR,BA,29/06/2023,14:15:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82610,INCIDENTE,FORTALEZA,CE,28/06/2023,20:55:00,1,NÃO,COLISÃO COM AVE,FORTALEZA - CE
82609,INCIDENTE,RIO DE JANEIRO,RJ,26/06/2023,23:20:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82608,INCIDENTE,RIO DE JANEIRO,RJ,26/06/2023,21:05:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82607,INCIDENTE,SANTARÉM,PA,19/06/2023,17:15:00,1,NÃO,COLISÃO COM AVE,SANTARÉM - PA
82606,INCIDENTE,FORTALEZA,CE,19/06/2023,13:35:00,1,NÃO,COLISÃO COM AVE,FORTALEZA - CE
82605,INCIDENTE,PORTO ALEGRE,RS,18/06/2023,20:30:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82604,INCIDENTE,VITÓRIA DA CONQUISTA,BA,18/06/2023,09:10:00,1,NÃO,COLISÃO COM AVE,VITÓRIA DA CONQUISTA - BA
82603,INCIDENTE,GUARULHOS,SP,16/06/2023,10:20:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
82602,INCIDENTE,RIO DE JANEIRO,RJ,14/06/2023,13:15:00,1,NÃO,COLISÃO COM AVE,RIO DE JANEIRO - RJ
82600,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,07/12/2023,14:45:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SÃO JOSÉ DOS PINHAIS - PR
82599,INCIDENTE,CAMPINAS,SP,29/11/2023,23:55:00,1,NÃO,COLISÃO COM FAUNA,CAMPINAS - SP
82598,INCIDENTE,PORTO ALEGRE,RS,13/06/2023,20:20:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
82597,INCIDENTE,SALVADOR,BA,12/06/2023,17:45:00,1,NÃO,COLISÃO COM AVE,SALVADOR - BA
82596,INCIDENTE,PORTO ALEGRE,RS,12/06/2023,03:25:00,1,NÃO,COLISÃO COM AVE,PORTO ALEGRE - RS
