codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_dia,ocorrencia_hora,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_tipo,localizacao
79481,INCIDENTE,BELÉM,PA,12/08/2020,14:19:00,1,NÃO,COM TREM DE POUSO,BELÉM - PA
79479,INCIDENTE,JUNDIAÍ,SP,10/08/2020,21:00:00,1,NÃO,ESTOURO DE PNEU,JUNDIAÍ - SP
79478,INCIDENTE,RIO DE JANEIRO,RJ,06/08/2020,09:25:00,1,NÃO,COM TREM DE POUSO,RIO DE JANEIRO - RJ
79477,INCIDENTE,CONFINS,MG,03/08/2020,02:13:00,1,NÃO,FUMAÇA NA CABINE,CONFINS - MG
79475,INCIDENTE,RIO DE JANEIRO,RJ,09/08/2020,12:10:00,1,NÃO,VAZAMENTO DE OUTROS FLUIDOS,RIO DE JANEIRO - RJ
79474,INCIDENTE GRAVE,SÃO JOSÉ DO RIO PRETO,SP,06/08/2020,20:55:00,1,SIM,EXCURSÃO DE PISTA,SÃO JOSÉ DO RIO PRETO - SP
79472,INCIDENTE,ALTO ALEGRE,RR,17/06/2020,22:10:00,1,NÃO,POUSO EM LOCAL NÃO PREVISTO,ALTO ALEGRE - RR
79471,INCIDENTE,GUARULHOS,SP,26/07/2020,13:00:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS - SP
79470,INCIDENTE,SANTARÉM,PA,30/07/2020,17:13:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SANTARÉM - PA
79469,INCIDENTE,PORTO VELHO,RO,04/08/2020,01:57:00,1,NÃO,SUPERAQUECIMENTO,PORTO VELHO - RO
79468,INCIDENTE,BELÉM,PA,31/07/2020,12:20:00,1,NÃO,COLISÃO COM AVE,BELÉM - PA
79467,INCIDENTE,SALVADOR,BA,03/08/2020,20:10:00,1,NÃO,COM TREM DE POUSO,SALVADOR - BA
79466,INCIDENTE GRAVE,BAURU,SP,03/08/2020,18:20:00,1,NÃO,PERDA DE CONTROLE NO SOLO,BAURU - SP
79465,INCIDENTE GRAVE,CURITIBA,PR,02/08/2020,20:30:00,1,SIM,POUSO LONGO,CURITIBA - PR
79464,INCIDENTE,SÃO GONÇALO DO AMARANTE,RN,16/02/2020,01:30:00,1,NÃO,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,SÃO GONÇALO DO AMARANTE - RN
79462,INCIDENTE,RIBEIRÃO PRETO,SP,03/03/2020,19:42:00,1,NÃO,ESTOURO DE PNEU,RIBEIRÃO PRETO - SP
79461,INCIDENTE,RIO DE JANEIRO,RJ,31/07/2020,14:02:00,1,NÃO,SUPERAQUECIMENTO,RIO DE JANEIRO - RJ
79460,ACIDENTE,BRASÍLIA,DF,30/07/2020,13:35:00,1,NÃO,VOO CONTROLADO CONTRA O TERRENO,BRASÍLIA - DF
79458,ACIDENTE,SÃO JOÃO DEL REI,MG,22/07/2020,10:56:00,1,NÃO,PERDA DE COMPONENTE EM VOO,SÃO JOÃO DEL REI - MG
79457,ACIDENTE,GUABIRUBA,SC,25/07/2020,13:30:00,1,NÃO,FALHA DO MOTOR EM VOO,GUABIRUBA - SC
79456,ACIDENTE,NOVO PROGRESSO,PA,12/04/2019,09:58:00,1,SIM,AERÓDROMO,NOVO PROGRESSO - PA
79455,ACIDENTE,ITAMARATI,AM,23/07/2020,17:30:00,1,NÃO,PERDA DE CONTROLE EM VOO,ITAMARATI - AM
79454,INCIDENTE GRAVE,GUARAMIRIM,SC,25/05/2020,20:30:00,1,SIM,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,GUARAMIRIM - SC
79453,INCIDENTE,VITÓRIA,ES,21/07/2020,19:50:00,1,NÃO,POUSO BRUSCO,VITÓRIA - ES
79451,ACIDENTE,IBIÚNA,SP,20/07/2020,18:00:00,1,NÃO,INDETERMINADO,IBIÚNA - SP
79450,INCIDENTE,MANAUS,AM,21/07/2020,20:00:00,1,NÃO,COM TREM DE POUSO,MANAUS - AM
79449,ACIDENTE,PATROCÍNIO,MG,21/07/2020,00:00:00,1,NÃO,FALHA DO MOTOR EM VOO,PATROCÍNIO - MG
79448,INCIDENTE,CHAPADÃO DO SUL,MS,20/07/2020,16:30:00,1,SIM,EXCURSÃO DE PISTA,CHAPADÃO DO SUL - MS
79447,ACIDENTE,NÃO IDENTIFICADA,RO,19/07/2020,13:30:00,1,NÃO,FALHA DO MOTOR EM VOO,NÃO IDENTIFICADA - RO
79446,ACIDENTE,ÁLVARES MACHADO,SP,16/07/2020,13:30:00,1,NÃO,COM CARGAS EXTERNAS,ÁLVARES MACHADO - SP
79445,ACIDENTE,ALTA FLORESTA D'OESTE,RO,16/07/2020,18:30:00,1,NÃO,INDETERMINADO,ALTA FLORESTA D'OESTE - RO
79444,INCIDENTE,NAVEGANTES,SC,04/07/2020,11:29:00,1,NÃO,COM PARA-BRISAS / JANELA / PORTA,NAVEGANTES - SC
79441,INCIDENTE,CURITIBA,PR,12/07/2020,16:14:00,3,NÃO,OPERAÇÕES NO SOLO,CURITIBA - PR
79440,INCIDENTE,SAPEZAL,MT,10/07/2020,21:15:00,1,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,SAPEZAL - MT
79439,INCIDENTE GRAVE,PIRACICABA,SP,11/07/2020,19:50:00,2,NÃO,INCURSÃO EM PISTA,PIRACICABA - SP
79438,INCIDENTE GRAVE,CURRALINHO,PA,10/07/2020,13:00:00,1,SIM,EXCURSÃO DE PISTA,CURRALINHO - PA
79437,ACIDENTE,SÃO PAULO,SP,08/07/2020,21:09:00,1,NÃO,FALHA DO MOTOR EM VOO,SÃO PAULO - SP
79436,ACIDENTE,GUARULHOS,SP,09/07/2020,20:27:00,1,NÃO,COM PESSOAL EM VOO,GUARULHOS - SP
79434,INCIDENTE,VITÓRIA,ES,23/06/2020,02:00:00,1,NÃO,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,VITÓRIA - ES
79432,ACIDENTE,RESERVA,PR,02/07/2020,18:30:00,1,NÃO,INDETERMINADO,RESERVA - PR
79431,INCIDENTE,GUARULHOS,SP,07/07/2020,13:40:00,1,NÃO,FALHA DO MOTOR EM VOO,GUARULHOS - SP
79430,ACIDENTE,RIO DE JANEIRO,RJ,06/07/2020,17:40:00,1,NÃO,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO - RJ
79429,ACIDENTE,ARAPONGAS,PR,26/06/2020,19:30:00,1,NÃO,PERDA DE CONTROLE NO SOLO,ARAPONGAS - PR
79428,INCIDENTE,CAMPINAS,SP,07/07/2020,10:06:00,1,NÃO,FALHA DO MOTOR EM VOO,CAMPINAS - SP
79427,INCIDENTE,VITÓRIA,ES,30/06/2020,15:30:00,1,NÃO,ESTOURO DE PNEU,VITÓRIA - ES
79425,INCIDENTE,RIO DE JANEIRO,RJ,30/06/2020,14:25:00,1,NÃO,FALHA DO MOTOR EM VOO,RIO DE JANEIRO - RJ
79424,INCIDENTE,RIBEIRÃO PRETO,SP,05/07/2020,20:16:00,1,NÃO,ESTOURO DE PNEU,RIBEIRÃO PRETO - SP
79423,ACIDENTE,CAJATI,SP,04/07/2020,12:05:00,1,NÃO,PERDA DE CONTROLE EM VOO,CAJATI - SP
79422,INCIDENTE,NATAL,RN,01/07/2020,13:40:00,1,NÃO,FALHA DO MOTOR EM VOO,NATAL - RN
79420,INCIDENTE,LONDRINA,PR,21/06/2020,22:07:00,1,NÃO,COM PARA-BRISAS / JANELA / PORTA,LONDRINA - PR
79419,INCIDENTE,GUARAPUAVA,PR,24/06/2020,17:25:00,1,NÃO,FALHA DO MOTOR EM VOO,GUARAPUAVA - PR
79415,INCIDENTE,CAMARAGIBE,PE,23/06/2020,16:00:00,1,NÃO,FALHA DO MOTOR EM VOO,CAMARAGIBE - PE
79414,ACIDENTE,BIRITIBA-MIRIM,SP,24/06/2020,13:50:00,1,SIM,EXCURSÃO DE PISTA,BIRITIBA-MIRIM - SP
79412,INCIDENTE GRAVE,QUADRA,SP,20/06/2020,20:00:00,1,NÃO,FALHA DO MOTOR EM VOO,QUADRA - SP
79407,ACIDENTE,SÃO DESIDÉRIO,BA,20/06/2020,16:30:00,1,NÃO,PERDA DE CONTROLE EM VOO,SÃO DESIDÉRIO - BA
79406,INCIDENTE,SOROCABA,SP,21/06/2020,14:15:00,1,NÃO,F.O.D.,SOROCABA - SP
79405,ACIDENTE,DOURADOS,MS,10/06/2020,15:00:00,1,NÃO,FALHA DO MOTOR EM VOO,DOURADOS - MS
79404,ACIDENTE,TANGARÁ DA SERRA,MT,14/06/2020,12:35:00,1,NÃO,COM COMANDOS DE VOO,TANGARÁ DA SERRA - MT
79403,INCIDENTE GRAVE,PAULÍNIA,SP,18/06/2020,16:17:00,1,NÃO,COMBUSTÍVEL,PAULÍNIA - SP
79402,INCIDENTE GRAVE,CAMPO MAGRO,PR,17/06/2020,18:30:00,1,NÃO,FALHA DO MOTOR EM VOO,CAMPO MAGRO - PR
79400,INCIDENTE,IBIRAMA,SC,09/06/2020,14:00:00,1,NÃO,COLISÃO COM AVE,IBIRAMA - SC
79399,INCIDENTE,BAURU,SP,12/06/2020,17:35:00,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,BAURU - SP
79398,INCIDENTE,BAURU,SP,15/06/2020,18:20:00,1,NÃO,ESTOURO DE PNEU,BAURU - SP
79397,ACIDENTE,CORRENTINA,BA,12/06/2020,09:10:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,CORRENTINA - BA
79396,INCIDENTE,LONDRINA,PR,08/06/2020,16:47:00,1,NÃO,CORTE INVOLUNTÁRIO DO MOTOR,LONDRINA - PR
79395,INCIDENTE,GUARULHOS,SP,09/06/2020,12:05:00,1,NÃO,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,GUARULHOS - SP
79393,INCIDENTE,LÁBREA,AM,14/06/2020,16:00:00,1,NÃO,PERDA DE COMPONENTE NO SOLO,LÁBREA - AM
79392,INCIDENTE,GUARULHOS,SP,05/06/2020,12:30:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
79391,INCIDENTE,SANTOS,SP,12/06/2020,19:30:00,1,NÃO,COLISÃO COM FAUNA,SANTOS - SP
79388,INCIDENTE,SÃO PAULO,SP,12/06/2020,23:41:00,1,NÃO,ESTOURO DE PNEU,SÃO PAULO - SP
79386,INCIDENTE,BRAGANÇA PAULISTA,SP,10/06/2020,15:00:00,1,SIM,EXCURSÃO DE PISTA,BRAGANÇA PAULISTA - SP
79385,INCIDENTE GRAVE,OURILÂNDIA DO NORTE,PA,09/06/2020,19:50:00,1,SIM,EXCURSÃO DE PISTA,OURILÂNDIA DO NORTE - PA
79384,INCIDENTE,PORTO VELHO,RO,09/06/2020,01:30:00,1,NÃO,MANOBRA ABRUPTA,PORTO VELHO - RO
79383,INCIDENTE,BELÉM,PA,08/06/2020,19:03:00,1,NÃO,ESTOURO DE PNEU,BELÉM - PA
79381,INCIDENTE,ARAÇATUBA,SP,04/06/2020,15:00:00,1,NÃO,COLISÃO COM AVE,ARAÇATUBA - SP
79380,INCIDENTE,RIO DE JANEIRO,RJ,09/06/2020,14:35:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIO DE JANEIRO - RJ
79378,INCIDENTE,PARÁ DE MINAS,MG,28/05/2020,16:30:00,1,NÃO,FALHA DO MOTOR EM VOO,PARÁ DE MINAS - MG
79372,INCIDENTE,RIO DE JANEIRO,RJ,03/06/2020,21:23:00,1,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,RIO DE JANEIRO - RJ
79371,INCIDENTE,CAMPINAS,SP,01/06/2020,12:50:00,1,NÃO,COM COMANDOS DE VOO,CAMPINAS - SP
79368,INCIDENTE,BRASÍLIA,DF,30/05/2020,20:26:00,1,NÃO,COM TREM DE POUSO,BRASÍLIA - DF
79367,INCIDENTE,FLORIANÓPOLIS,SC,25/05/2020,19:45:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FLORIANÓPOLIS - SC
79366,INCIDENTE,MATÃO,SP,25/05/2020,14:15:00,1,NÃO,OUTROS,MATÃO - SP
79365,ACIDENTE,TIETÊ,SP,19/05/2020,10:40:00,1,NÃO,***,TIETÊ - SP
79363,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,27/05/2020,15:16:00,1,NÃO,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO - RJ
79362,ACIDENTE,TIJUCAS,SC,31/05/2020,13:54:00,1,SIM,EXCURSÃO DE PISTA,TIJUCAS - SC
79361,INCIDENTE GRAVE,PACAJÁ,PA,19/05/2020,10:00:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,PACAJÁ - PA
79360,INCIDENTE,CURITIBA,PR,15/05/2020,11:48:00,1,NÃO,ESTOURO DE PNEU,CURITIBA - PR
79359,ACIDENTE,MACATUBA,SP,17/05/2020,18:30:00,1,NÃO,INDETERMINADO,MACATUBA - SP
79358,ACIDENTE,BELO HORIZONTE,MG,23/05/2020,11:12:00,1,SIM,EXCURSÃO DE PISTA,BELO HORIZONTE - MG
79357,INCIDENTE,SÃO PAULO,SP,15/05/2020,14:40:00,1,NÃO,COLISÃO COM AVE,SÃO PAULO - SP
79356,INCIDENTE GRAVE,IRAUÇUBA,CE,22/05/2020,15:20:00,1,NÃO,PANE SECA,IRAUÇUBA - CE
79355,INCIDENTE,LONDRINA,PR,10/05/2020,13:52:00,1,NÃO,INCURSÃO EM PISTA,LONDRINA - PR
79351,INCIDENTE GRAVE,ITUMBIARA,GO,26/05/2020,10:30:00,1,NÃO,COM TREM DE POUSO,ITUMBIARA - GO
79350,INCIDENTE,RECIFE,PE,16/05/2020,17:20:00,1,NÃO,COM PARA-BRISAS / JANELA / PORTA,RECIFE - PE
79349,INCIDENTE,CURITIBA,PR,26/04/2020,13:00:00,1,NÃO,SOPRO DE REATOR,CURITIBA - PR
79347,ACIDENTE,SÃO BENEDITO,CE,15/05/2020,21:35:00,1,NÃO,PERDA DE CONTROLE EM VOO,SÃO BENEDITO - CE
79346,ACIDENTE,ILHOTA,SC,15/05/2020,11:40:00,1,NÃO,FALHA DO MOTOR EM VOO,ILHOTA - SC
79345,ACIDENTE,VOTUPORANGA,SP,14/05/2020,21:40:00,1,NÃO,COM TREM DE POUSO,VOTUPORANGA - SP
79344,INCIDENTE,COARI,AM,18/05/2020,19:20:00,1,SIM,EXCURSÃO DE PISTA,COARI - AM
79342,INCIDENTE,RECIFE,PE,18/05/2020,19:00:00,1,NÃO,COLISÃO COM AVE,RECIFE - PE
79341,INCIDENTE GRAVE,VARGINHA,MG,18/05/2020,20:00:00,1,NÃO,FALHA DO MOTOR EM VOO,VARGINHA - MG
79340,ACIDENTE,LÁBREA,AM,16/05/2020,21:50:00,1,SIM,POUSO LONGO,LÁBREA - AM
79339,INCIDENTE GRAVE,BREVES,PA,11/05/2020,12:05:00,1,NÃO,DESORIENTAÇÃO ESPACIAL,BREVES - PA
79338,INCIDENTE,IVINHEMA,MS,15/05/2020,09:40:00,1,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,IVINHEMA - MS
79333,INCIDENTE GRAVE,CAÇU,GO,13/05/2020,15:00:00,1,NÃO,COM TREM DE POUSO,CAÇU - GO
79332,INCIDENTE GRAVE,GOIÂNIA,GO,11/05/2020,14:25:00,1,NÃO,COM TREM DE POUSO,GOIÂNIA - GO
79331,INCIDENTE,PONTES E LACERDA,MT,03/02/2020,00:00:00,1,NÃO,COM TREM DE POUSO,PONTES E LACERDA - MT
79330,INCIDENTE GRAVE,SÃO JOAQUIM DA BARRA,SP,30/04/2020,13:10:00,1,NÃO,POUSO SEM TREM,SÃO JOAQUIM DA BARRA - SP
79329,INCIDENTE GRAVE,FORTALEZA,CE,05/05/2020,20:46:00,1,NÃO,COM TREM DE POUSO,FORTALEZA - CE
79328,INCIDENTE,LONDRINA,PR,05/05/2020,19:55:00,1,NÃO,ESTOURO DE PNEU,LONDRINA - PR
79327,ACIDENTE,BIRIGUI,SP,18/04/2020,20:00:00,1,NÃO,PERDA DE CONTROLE EM VOO,BIRIGUI - SP
79326,ACIDENTE,JAGUARÉ,ES,21/04/2020,18:00:00,1,NÃO,MANOBRA ABRUPTA,JAGUARÉ - ES
79325,ACIDENTE,GOIÂNIA,GO,02/05/2020,20:30:00,1,NÃO,FALHA DO MOTOR EM VOO,GOIÂNIA - GO
79324,INCIDENTE,BAURU,SP,30/04/2020,22:51:00,1,SIM,COLISÃO COM AVE,BAURU - SP
79323,ACIDENTE,BLUMENAU,SC,01/05/2020,14:40:00,1,NÃO,PERDA DE CONTROLE NO SOLO,BLUMENAU - SC
79321,INCIDENTE,GUARULHOS,SP,29/04/2020,14:45:00,1,NÃO,COLISÃO COM AVE,GUARULHOS - SP
79319,INCIDENTE,LONDRINA,PR,17/04/2020,20:50:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,LONDRINA - PR
79318,INCIDENTE,RIBEIRÃO PRETO,SP,24/04/2020,17:41:00,1,NÃO,ESTOURO DE PNEU,RIBEIRÃO PRETO - SP
79317,ACIDENTE,MANAUS,AM,27/04/2020,12:30:00,1,SIM,EXCURSÃO DE PISTA,MANAUS - AM
79316,INCIDENTE,ITAPERUNA,RJ,29/04/2020,07:30:00,1,NÃO,FALHA DO MOTOR EM VOO,ITAPERUNA - RJ
79315,ACIDENTE,COLÍDER,MT,21/04/2020,15:00:00,1,NÃO,INDETERMINADO,COLÍDER - MT
79314,INCIDENTE,CAMPINAS,SP,23/03/2020,12:45:00,1,NÃO,COLISÃO COM AVE,CAMPINAS - SP
79313,INCIDENTE,SÃO PAULO,SP,22/04/2020,16:20:00,1,NÃO,POUSO SEM TREM,SÃO PAULO - SP
79309,ACIDENTE,RIO DE JANEIRO,RJ,17/04/2020,14:30:00,1,NÃO,FALHA DO MOTOR EM VOO,RIO DE JANEIRO - RJ
79308,ACIDENTE,MATÕES DO NORTE,MA,18/04/2020,13:00:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,MATÕES DO NORTE - MA
79307,INCIDENTE GRAVE,BURITIS,MG,18/04/2020,17:45:00,1,NÃO,FALHA DO MOTOR EM VOO,BURITIS - MG
79305,INCIDENTE GRAVE,BOA VISTA,RR,13/04/2020,20:52:00,1,NÃO,COM TREM DE POUSO,BOA VISTA - RR
79304,INCIDENTE,JUNDIAÍ,SP,14/04/2020,20:25:00,1,NÃO,ESTOURO DE PNEU,JUNDIAÍ - SP
79303,INCIDENTE,TAMBAÚ,SP,09/04/2020,13:00:00,1,NÃO,COM TREM DE POUSO,TAMBAÚ - SP
79302,ACIDENTE,TOLEDO,PR,21/04/2020,20:21:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,TOLEDO - PR
79301,ACIDENTE,BREJINHO DE NAZARÉ,TO,18/04/2020,13:30:00,1,NÃO,VOO CONTROLADO CONTRA O TERRENO,BREJINHO DE NAZARÉ - TO
79300,INCIDENTE,SANTA RITA DO TRIVELATO,MT,21/04/2020,13:10:00,1,NÃO,COLISÃO COM FAUNA,SANTA RITA DO TRIVELATO - MT
79299,INCIDENTE GRAVE,GUARANTÃ DO NORTE,MT,18/04/2020,23:00:00,1,NÃO,POUSO EM LOCAL NÃO PREVISTO,GUARANTÃ DO NORTE - MT
79298,INCIDENTE,QUIRINÓPOLIS,GO,15/04/2020,18:35:00,1,NÃO,COM HÉLICE,QUIRINÓPOLIS - GO
79297,INCIDENTE,SANTARÉM,PA,25/03/2020,22:25:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SANTARÉM - PA
79296,INCIDENTE,CAMPO GRANDE,MS,15/04/2020,14:30:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPO GRANDE - MS
79294,INCIDENTE,FLORIANÓPOLIS,SC,26/02/2020,21:00:00,1,NÃO,POUSO BRUSCO,FLORIANÓPOLIS - SC
79293,INCIDENTE,CAMPINAS,SP,26/02/2020,15:50:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
79292,INCIDENTE,CAMPINAS,SP,04/03/2020,22:50:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
79291,INCIDENTE,SALVADOR,BA,26/02/2020,22:06:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR - BA
79289,INCIDENTE,UBERLÂNDIA,MG,23/03/2020,13:00:00,1,NÃO,FALHA DO MOTOR EM VOO,UBERLÂNDIA - MG
79288,INCIDENTE,GUARULHOS,SP,16/03/2020,14:40:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS - SP
79287,INCIDENTE,CUIABÁ,MT,31/03/2020,20:06:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CUIABÁ - MT
79286,INCIDENTE,GUARULHOS,SP,24/03/2020,14:25:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS - SP
79285,ACIDENTE,CAMPO VERDE,MT,13/04/2020,16:30:00,1,NÃO,PERDA DE CONTROLE EM VOO,CAMPO VERDE - MT
79284,INCIDENTE,SOROCABA,SP,26/03/2020,09:00:00,1,NÃO,CORTANTE DE VENTO / TEMPESTADE,SOROCABA - SP
79283,INCIDENTE,SÃO PAULO,SP,09/04/2020,14:30:00,1,NÃO,ESTOURO DE PNEU,SÃO PAULO - SP
79282,ACIDENTE,ITURAMA,MG,11/04/2020,12:20:00,1,NÃO,PERDA DE CONTROLE EM VOO,ITURAMA - MG
79281,ACIDENTE,IBITINGA,SP,11/04/2020,10:10:00,1,NÃO,PERDA DE CONDIÇÕES DE SUSTENTAÇÃO EM ROTA,IBITINGA - SP
79279,INCIDENTE,CURITIBA,PR,03/04/2020,12:28:00,1,NÃO,ESTOURO DE PNEU,CURITIBA - PR
79278,INCIDENTE,LONDRINA,PR,06/04/2020,16:53:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,LONDRINA - PR
79277,INCIDENTE,GOIANÉSIA DO PARÁ,PA,08/04/2020,11:00:00,1,NÃO,FALHA DO MOTOR EM VOO,GOIANÉSIA DO PARÁ - PA
79276,INCIDENTE,ITAÍ,SP,01/04/2020,20:01:00,1,NÃO,PERDA DE CONTROLE NO SOLO,ITAÍ - SP
79275,INCIDENTE,SÃO VICENTE,SP,01/04/2020,20:30:00,1,NÃO,OUTROS,SÃO VICENTE - SP
79274,INCIDENTE,IMPERATRIZ,MA,03/04/2020,15:30:00,1,NÃO,COM TREM DE POUSO,IMPERATRIZ - MA
79273,INCIDENTE,SÃO PAULO,SP,03/04/2020,14:30:00,1,NÃO,PERDA DE COMPONENTE EM VOO,SÃO PAULO - SP
79272,INCIDENTE GRAVE,FRUTAL,MG,03/04/2020,13:00:00,1,SIM,EXCURSÃO DE PISTA,FRUTAL - MG
79270,INCIDENTE,RIO DE JANEIRO,RJ,16/02/2020,20:08:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIO DE JANEIRO - RJ
79269,INCIDENTE,RIO DE JANEIRO,RJ,10/02/2020,02:00:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIO DE JANEIRO - RJ
79268,INCIDENTE,SÃO PAULO,SP,26/01/2020,19:08:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO - SP
79267,INCIDENTE,FLORIANÓPOLIS,SC,01/02/2020,15:41:00,1,NÃO,COM TREM DE POUSO,FLORIANÓPOLIS - SC
79266,INCIDENTE,PARÁ DE MINAS,MG,19/01/2020,09:10:00,1,NÃO,FALHA DO MOTOR EM VOO,PARÁ DE MINAS - MG
79265,ACIDENTE,SÃO FRANCISCO DO SUL,SC,21/03/2020,22:51:00,1,NÃO,INDETERMINADO,SÃO FRANCISCO DO SUL - SC
79263,ACIDENTE,NOVA MUTUM,MT,06/04/2020,09:30:00,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,NOVA MUTUM - MT
79262,INCIDENTE,SÃO PAULO,SP,15/01/2020,18:13:00,1,NÃO,F.O.D.,SÃO PAULO - SP
79261,INCIDENTE,CAMPINAS,SP,17/02/2020,10:44:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
79259,ACIDENTE,IBIRUBÁ,RS,01/04/2020,10:30:00,1,SIM,EXCURSÃO DE PISTA,IBIRUBÁ - RS
79257,ACIDENTE,SÃO FÉLIX DO XINGU,PA,27/03/2020,18:35:00,1,SIM,POUSO LONGO,SÃO FÉLIX DO XINGU - PA
79256,ACIDENTE,ALTO PARNAÍBA,MA,24/03/2020,20:30:00,1,NÃO,FALHA DO MOTOR EM VOO,ALTO PARNAÍBA - MA
79255,INCIDENTE,MACEIÓ,AL,26/02/2020,08:30:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MACEIÓ - AL
79253,INCIDENTE,IGUARAÇU,PR,09/03/2020,11:51:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,IGUARAÇU - PR
79252,INCIDENTE,RIO DE JANEIRO,RJ,09/03/2020,23:20:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIO DE JANEIRO - RJ
79251,INCIDENTE GRAVE,ITÁPOLIS,SP,09/03/2020,12:30:00,1,NÃO,FALHA DO MOTOR EM VOO,ITÁPOLIS - SP
79250,INCIDENTE,RIO DE JANEIRO,RJ,10/03/2020,10:28:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIO DE JANEIRO - RJ
79249,INCIDENTE,CAMPINAS,SP,10/03/2020,23:51:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
79248,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,12/03/2020,12:30:00,1,NÃO,PERDA DE CONTROLE NO SOLO,BRAGANÇA PAULISTA - SP
79247,INCIDENTE,SÃO PAULO,SP,14/03/2020,14:35:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO PAULO - SP
79246,INCIDENTE,CAMPINAS,SP,15/03/2020,01:35:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS - SP
79245,INCIDENTE,RECIFE,PE,19/03/2020,01:04:00,1,NÃO,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,RECIFE - PE
79244,INCIDENTE,GUARULHOS,SP,20/03/2020,16:29:00,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS - SP
79243,ACIDENTE,JACAREACANGA,PA,16/03/2020,18:19:00,1,NÃO,CONTATO ANORMAL COM A PISTAA,JACAREACANGA - PA
79242,INCIDENTE GRAVE,VILA RICA,MT,19/03/2020,13:30:00,1,NÃO,FALHA DO MOTOR EM VOO,VILA RICA - MT
79241,INCIDENTE,NOVA ANDRADINA,MS,24/02/2020,15:25:00,1,NÃO,COM TREM DE POUSO,NOVA ANDRADINA - MS
